Participant_ID,Prompt_Type,Study_Mode,Prompt_Trigger,Time_Window_Start,Time_Window_End,Initial_Prompt_Date,Initial_Prompt_Local_Time,Initial_Prompt_UTC_Offset ,Initial_Prompt_UnixTime,Answer_Status,Reprompt1_Prompt_Date,Reprompt1_Prompt_Local_Time,Reprompt1_Prompt_UnixTime,Reprompt2_Prompt_Date,Reprompt2_Prompt_Local_Time,Reprompt2_Prompt_UnixTime ,Reprompt3_Prompt_Date,Reprompt3_Prompt_Local_Time,Reprompt3_Prompt_UnixTime,Reprompt4_Prompt_Date,Reprompt4_Prompt_Local_Time,Reprompt4_Prompt_UnixTime,Reprompt5_Prompt_Date,Reprompt5_Prompt_Local_Time,Reprompt5_Prompt_UnixTime,Question_Set_Completion_Date,Question_Set_Completion_Local_Time,Question_Set_Completion_UnixTime,Question_Set_Completion_Prompt_Number,Probabilistic_Question_Set_Selected,Number_Of_Questions_Presented,Survey version number,Question_X_ID,Question_X_Text,Question_X_Answer_Text ,Question_X_Answer_Unixtime,PARTICIPANT_ID_TEXT,PARTICIPANT_ID_NUMERIC
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,8,9,2021-06-23,Wed Jun 23 08:51:03 EDT 2021,GMT-04:00,1624452663322,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,08:51:10.139,1624452670139,1,,1,-1,tired_1,Feeling tired?,Yes,1624452666767,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,9,10,2021-06-23,Wed Jun 23 09:15:03 EDT 2021,GMT-04:00,1624454103878,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,09:15:12.055,1624454112055,1,,1,-1,Val_0,Pig is an ____,Animal,1624454107833,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,9,10,2021-06-23,Wed Jun 23 09:28:03 EDT 2021,GMT-04:00,1624454883687,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,09:28:10.534,1624454890534,1,,1,-1,feel_exer_1,Feel like exercising?,No,1624454887234,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,9,10,2021-06-23,Wed Jun 23 09:36:03 EDT 2021,GMT-04:00,1624455363016,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,09:36:11.114,1624455371114,1,,1,-1,int_sed_1,Intend to sit less today?,No,1624455367424,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,9,10,2021-06-23,Wed Jun 23 09:51:49 EDT 2021,GMT-04:00,1624456309184,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,09:51:55.793,1624456315793,1,,1,-1,family_1,With family member(s) now?,No,1624456312460,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,10,11,2021-06-23,Wed Jun 23 10:10:04 EDT 2021,GMT-04:00,1624457404253,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,10:10:11.603,1624457411603,1,,1,-1,trait_1,Do you socialize...,Sometimes,1624457408207,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,10,11,2021-06-23,Wed Jun 23 10:25:03 EDT 2021,GMT-04:00,1624458303095,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,10:25:09.702,1624458309702,1,,1,-1,frust_12,Feeling frustrated?,No,1624458306391,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,10,11,2021-06-23,Wed Jun 23 10:44:02 EDT 2021,GMT-04:00,1624459442897,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,10:44:09.835,1624459449835,1,,1,-1,activity_0,Sedentary 24 min ago?,Yes,1624459446230,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,10,11,2021-06-23,Wed Jun 23 10:54:02 EDT 2021,GMT-04:00,1624460042340,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,10:54:08.555,1624460048555,1,,1,-1,family_1,With family member(s) now?,No,1624460045020,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,11,12,2021-06-23,Wed Jun 23 11:18:03 EDT 2021,GMT-04:00,1624461483301,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,11:18:09.435,1624461489435,1,,1,-1,tired_1,Feeling tired?,Sort of,1624461486011,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,11,12,2021-06-23,Wed Jun 23 11:34:04 EDT 2021,GMT-04:00,1624462444413,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,11:34:11.706,1624462451706,1,,1,-1,activity_2,Physically active 6 min ago?,Sort of,1624462448404,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,11,12,2021-06-23,Wed Jun 23 11:43:03 EDT 2021,GMT-04:00,1624462983768,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,11:43:10.699,1624462990699,1,,1,-1,int_sed_1,Intend to sit less today?,No,1624462987376,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,11,12,2021-06-23,Wed Jun 23 11:52:02 EDT 2021,GMT-04:00,1624463522943,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,11:52:09.993,1624463529993,1,,1,-1,trait_2,Usually sympathetic and warm?,Yes,1624463526320,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-06-23,Wed Jun 23 12:27:03 EDT 2021,GMT-04:00,1624465623692,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,12:27:10.497,1624465630498,1,,1,-1,feel_exer_1,Feel like exercising?,Sort of,1624465626853,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-06-23,Wed Jun 23 12:36:03 EDT 2021,GMT-04:00,1624466163139,Started,,,-1,,,-1,,,-1,,,-1,,,-1,,,-1,-1,,1,-1,proc_4,Procrastinating today?,-NOT_ANS-,-1,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,12,13,2021-06-23,Wed Jun 23 12:44:02 EDT 2021,GMT-04:00,1624466642674,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,12:44:09.573,1624466649573,1,,1,-1,feel_sit_1,Feel like sitting less?,Yes,1624466646297,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,12,13,2021-06-23,Wed Jun 23 12:53:03 EDT 2021,GMT-04:00,1624467183826,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,12:53:12.776,1624467192777,1,,1,-1,trait_3,Tech reduces effort?,Yes,1624467188359,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,13,14,2021-06-23,Wed Jun 23 13:15:03 EDT 2021,GMT-04:00,1624468503583,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,13:15:12.255,1624468512255,1,,1,-1,activity_2,Physically active 11 min ago?,Yes,1624468508097,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,13,14,2021-06-23,Wed Jun 23 13:25:05 EDT 2021,GMT-04:00,1624469105326,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,13:25:12.054,1624469112054,1,,1,-1,activity_2,Physically active 10 min ago?,Yes,1624469108768,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,13,14,2021-06-23,Wed Jun 23 13:42:01 EDT 2021,GMT-04:00,1624470121621,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,13:42:08.094,1624470128094,1,,1,-1,int_sed_1,Intend to sit less today?,Sort of,1624470124803,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,13,14,2021-06-23,Wed Jun 23 13:50:03 EDT 2021,GMT-04:00,1624470603478,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,13:50:13.835,1624470613835,1,,1,-1,feel_sit_1,Feel like sitting less?,Yes,1624470610598,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,14,15,2021-06-23,Wed Jun 23 14:10:03 EDT 2021,GMT-04:00,1624471803372,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,14:10:10.181,1624471810181,1,,1,-1,activity_2,Physically active 20 min ago?,Yes,1624471806654,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,14,15,2021-06-23,Wed Jun 23 14:19:02 EDT 2021,GMT-04:00,1624472342787,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,14:19:09.492,1624472349492,1,,1,-1,demands_1,Juggling several tasks?,Yes,1624472346245,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,14,15,2021-06-23,Wed Jun 23 14:46:02 EDT 2021,GMT-04:00,1624473962985,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,14:46:11.391,1624473971391,1,,1,-1,Val_1,Ferrari makes ___,Cars,1624473967367,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,14,15,2021-06-23,Wed Jun 23 14:54:04 EDT 2021,GMT-04:00,1624474444270,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,14:54:12.435,1624474452435,1,,1,-1,sleep_0,Slept well yesterday?,Sort of,1624474449161,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,15,16,2021-06-23,Wed Jun 23 15:23:04 EDT 2021,GMT-04:00,1624476184068,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,15:23:11.434,1624476191434,1,,1,-1,activity_2,Physically active 27 min ago?,Sort of,1624476188143,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,15,16,2021-06-23,Wed Jun 23 15:37:03 EDT 2021,GMT-04:00,1624477023176,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,15:37:09.830,1624477029830,1,,1,-1,feel_exer_1,Feel like exercising?,Yes,1624477026547,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,15,16,2021-06-23,Wed Jun 23 15:46:06 EDT 2021,GMT-04:00,1624477566391,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,15:46:15.007,1624477575007,1,,1,-1,proc_4,Procrastinating today?,No,1624477571643,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,15,16,2021-06-23,Wed Jun 23 15:54:02 EDT 2021,GMT-04:00,1624478042549,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,15:54:09.554,1624478049554,1,,1,-1,frust_12,Feeling frustrated?,No,1624478046285,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,16,17,2021-06-23,Wed Jun 23 16:09:03 EDT 2021,GMT-04:00,1624478943450,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,16:09:10.479,1624478950480,1,,1,-1,activity_0,Sedentary 25 min ago?,Yes,1624478947200,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,16,17,2021-06-23,Wed Jun 23 16:37:01 EDT 2021,GMT-04:00,1624480621524,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,16:37:08.096,1624480628096,1,,1,-1,feel_sit_1,Feel like sitting less?,Yes,1624480624809,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,16,17,2021-06-23,Wed Jun 23 16:46:02 EDT 2021,GMT-04:00,1624481162539,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,16:46:08.524,1624481168524,1,,1,-1,tense_11,Feeling tense?,No,1624481165260,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,16,17,2021-06-23,Wed Jun 23 16:54:04 EDT 2021,GMT-04:00,1624481644037,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,16:54:09.871,1624481649872,1,,1,-1,family_1,With family member(s) now?,No,1624481646611,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,17,18,2021-06-23,Wed Jun 23 17:13:03 EDT 2021,GMT-04:00,1624482783432,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,17:13:10.662,1624482790662,1,,1,-1,tired_1,Feeling tired?,Sort of,1624482787387,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,17,18,2021-06-23,Wed Jun 23 17:23:03 EDT 2021,GMT-04:00,1624483383138,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,17:23:09.469,1624483389470,1,,1,-1,demands_1,Juggling several tasks?,No,1624483386198,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,17,18,2021-06-23,Wed Jun 23 17:35:03 EDT 2021,GMT-04:00,1624484103016,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,17:35:10.228,1624484110229,1,,1,-1,feel_exer_1,Feel like exercising?,Yes,1624484106638,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,17,18,2021-06-23,Wed Jun 23 17:50:02 EDT 2021,GMT-04:00,1624485002405,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,17:50:09.107,1624485009107,1,,1,-1,frust_12,Feeling frustrated?,Sort of,1624485005806,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,18,19,2021-06-23,Wed Jun 23 18:24:51 EDT 2021,GMT-04:00,1624487091190,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,18:24:58.633,1624487098635,1,,1,-1,activity_2,Physically active 11 min ago?,No,1624487094955,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,18,19,2021-06-23,Wed Jun 23 18:36:04 EDT 2021,GMT-04:00,1624487764204,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,18:36:10.819,1624487770819,1,,1,-1,activity_2,Physically active 12 min ago?,No,1624487767474,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,18,19,2021-06-23,Wed Jun 23 18:44:04 EDT 2021,GMT-04:00,1624488244634,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,18:44:11.508,1624488251508,1,,1,-1,demands_1,Juggling several tasks?,No,1624488247938,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,18,19,2021-06-23,Wed Jun 23 18:52:02 EDT 2021,GMT-04:00,1624488722543,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,18:52:09.658,1624488729658,1,,1,-1,int_sed_1,Intend to sit less today?,No,1624488726043,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,19,20,2021-06-23,Wed Jun 23 19:09:06 EDT 2021,GMT-04:00,1624489746006,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,19:09:11.299,1624489751299,1,,1,-1,family_1,With family member(s) now?,No,1624489751075,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,19,20,2021-06-23,Wed Jun 23 19:30:03 EDT 2021,GMT-04:00,1624491003518,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,19:30:10.121,1624491010122,1,,1,-1,activity_0,Sedentary 19 min ago?,Yes,1624491006315,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,19,20,2021-06-23,Wed Jun 23 19:41:03 EDT 2021,GMT-04:00,1624491663277,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,19:41:09.977,1624491669977,1,,1,-1,feel_sit_1,Feel like sitting less?,No,1624491666685,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,19,20,2021-06-23,Wed Jun 23 19:53:02 EDT 2021,GMT-04:00,1624492382047,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,19:53:08.927,1624492388927,1,,1,-1,proc_4,Procrastinating today?,No,1624492385651,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,20,21,2021-06-23,Wed Jun 23 20:15:05 EDT 2021,GMT-04:00,1624493705874,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,20:15:12.997,1624493712997,1,,1,-1,feel_exer_1,Feel like exercising?,No,1624493709004,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,20,21,2021-06-23,Wed Jun 23 20:28:03 EDT 2021,GMT-04:00,1624494483067,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,20:28:09.173,1624494489173,1,,1,-1,demands_1,Juggling several tasks?,No,1624494485868,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,20,21,2021-06-23,Wed Jun 23 20:41:04 EDT 2021,GMT-04:00,1624495264092,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,20:41:10.516,1624495270516,1,,1,-1,tired_1,Feeling tired?,Sort of,1624495267234,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,20,21,2021-06-23,Wed Jun 23 20:53:02 EDT 2021,GMT-04:00,1624495982500,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,20:53:09.149,1624495989149,1,,1,-1,tense_11,Feeling tense?,No,1624495985543,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,21,22,2021-06-23,Wed Jun 23 21:27:14 EDT 2021,GMT-04:00,1624498034053,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,21:27:22.089,1624498042089,1,,1,-1,activity_0,Sedentary 15 min ago?,Yes,1624498037845,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,21,22,2021-06-23,Wed Jun 23 21:37:01 EDT 2021,GMT-04:00,1624498621674,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,21:37:08.661,1624498628662,1,,1,-1,frust_12,Feeling frustrated?,No,1624498625311,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,21,22,2021-06-23,Wed Jun 23 21:46:02 EDT 2021,GMT-04:00,1624499162729,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,21:46:09.521,1624499169521,1,,1,-1,proc_4,Procrastinating today?,Yes,1624499166246,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,21,22,2021-06-23,Wed Jun 23 21:54:05 EDT 2021,GMT-04:00,1624499645561,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,21:54:12.375,1624499652376,1,,1,-1,tense_11,Feeling tense?,No,1624499649088,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,22,23,2021-06-23,Wed Jun 23 22:27:49 EDT 2021,GMT-04:00,1624501669945,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-23,22:27:58.787,1624501678787,1,,1,-1,activity_0,Sedentary 15 min ago?,Yes,1624501675310,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,7,8,2021-06-24,Thu Jun 24 07:08:03 EDT 2021,GMT-04:00,1624532883977,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-24,07:08:11.860,1624532891860,1,,1,-1,activity_0,Sedentary 38 min ago?,Yes,1624532888537,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,Trivia_EMA_Micro,TIME,RANDOM,7,8,2021-06-24,Thu Jun 24 07:34:03 EDT 2021,GMT-04:00,1624534443692,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-24,07:34:10.525,1624534450525,1,,1,-1,trait_4,Smoke eCigarettes?,Never,1624534447260,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,CS_EMA_Micro,TIME,CONTEXT,7,8,2021-06-24,Thu Jun 24 07:44:02 EDT 2021,GMT-04:00,1624535042344,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-24,07:44:10.007,1624535050007,1,,1,-1,activity_2,Physically active 5 min ago?,Sort of,1624535046370,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,7,8,2021-06-24,Thu Jun 24 07:54:17 EDT 2021,GMT-04:00,1624535657322,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-24,07:54:25.861,1624535665861,1,,1,-1,int_exer_3,Intend to exercise today?,Sort of,1624535662553,afflictedrevenueepilepsy,9269
afflictedrevenueepilepsy@timestudy_com,EMA_Micro,TIME,RANDOM,8,9,2021-06-24,Thu Jun 24 08:21:02 EDT 2021,GMT-04:00,1624537262588,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2021-06-24,08:21:08.717,1624537268718,1,,1,-1,focus_3,Feeling focused?,Sort of,1624537265468,afflictedrevenueepilepsy,9269
