,id,date,IN_VEHICLE,ON_BIKE,ON_FOOT,RUNNING,STILL,TILTING,WALKING,UNKNOWN,MIMS_SUM_WEAR,SLEEP_MINUTES,SCREEN_ON_SECONDS,UNLOCK_EVENTS_NUM,USAGE_DURATION_MIN,Q1_SAD,Q2_HAPP,Q3_FATIG,Q4_EN,Q5_REL,Q6_TEN,Q7_STRESS,Q8_FRUST,Q9_NERV,Val_12,Val_13,Val_4,Val_5,Val_6,Val_7,Val_8,activity_0,activity_2,alone_0,burden_1,control_1,demands_1,energy_9,excite_14,family_1,fatigue_13,feel_eat_1,feel_exer_1,feel_sit_1,focus_3,friend_1,frust_12,happy_8,hunger_0,int_eat_1,int_exer_3,int_sed_1,nervous_4,pain_0,proc_4,prod_0,relax_10,routine_0,sad_7,sleep_0,stress_2,tense_11,tired_1,trait_10,trait_14,trait_18,trait_19,trait_20,trait_21,trait_22,trait_23,trait_24,trait_25,trait_26,trait_3,trait_4,trait_6,trivia_1,trivia_11,trivia_13,trivia_15,trivia_17,trivia_20,trivia_5,trivia_9,Participant_ID,Prompt_Type,Study_Mode,Prompt_Trigger,Time_Window_Start,Time_Window_End,Initial_Prompt_Date,Initial_Prompt_Local_Time,Initial_Prompt_UTC_Offset,Initial_Prompt_UnixTime,Answer_Status,Reprompt1_Prompt_Date,Reprompt1_Prompt_Local_Time,Reprompt1_Prompt_UnixTime,Reprompt2_Prompt_Date,Reprompt2_Prompt_Local_Time,Reprompt2_Prompt_UnixTime,Reprompt3_Prompt_Date,Reprompt3_Prompt_Local_Time,Reprompt3_Prompt_UnixTime,Reprompt4_Prompt_Date,Reprompt4_Prompt_Local_Time,Reprompt4_Prompt_UnixTime,Reprompt5_Prompt_Date,Reprompt5_Prompt_Local_Time,Reprompt5_Prompt_UnixTime,Question_Set_Completion_Date,Question_Set_Completion_Local_Time,Question_Set_Completion_UnixTime,Question_Set_Completion_Prompt_Number,Probabilistic_Question_Set_Selected,Number_Of_Questions_Presented,Surveyversionnumber,Question_1_ID,Question_1_Text,Question_1_Answer_Text,Question_1_Answer_Unixtime,Question_2_ID,Question_2_Text,Question_2_Answer_Text,Question_2_Answer_Unixtime,Question_3_ID,Question_3_Text,Question_3_Answer_Text,Question_3_Answer_Unixtime,Question_4_ID,Question_4_Text,Question_4_Answer_Text,Question_4_Answer_Unixtime,Question_5_ID,Question_5_Text,Question_5_Answer_Text,Question_5_Answer_Unixtime,Question_6_ID,Question_6_Text,Question_6_Answer_Text,Question_6_Answer_Unixtime,Question_7_ID,Question_7_Text,Question_7_Answer_Text,Question_7_Answer_Unixtime,Question_8_ID,Question_8_Text,Question_8_Answer_Text,Question_8_Answer_Unixtime,Question_9_ID,Question_9_Text,Question_9_Answer_Text,Question_9_Answer_Unixtime,Question_10_ID,Question_10_Text,Question_10_Answer_Text,Question_10_Answer_Unixtime,Question_11_ID,Question_11_Text,Question_11_Answer_Text,Question_11_Answer_Unixtime,Question_12_ID,Question_12_Text,Question_12_Answer_Text,Question_12_Answer_Unixtime,Question_13_ID,Question_13_Text,Question_13_Answer_Text,Question_13_Answer_Unixtime,Question_14_ID,Question_14_Text,Question_14_Answer_Text,Question_14_Answer_Unixtime,Question_15_ID,Question_15_Text,Question_15_Answer_Text,Question_15_Answer_Unixtime,Question_16_ID,Question_16_Text,Question_16_Answer_Text,Question_16_Answer_Unixtime,Question_17_ID,Question_17_Text,Question_17_Answer_Text,Question_17_Answer_Unixtime,Question_18_ID,Question_18_Text,Question_18_Answer_Text,Question_18_Answer_Unixtime,Question_19_ID,Question_19_Text,Question_19_Answer_Text,Question_19_Answer_Unixtime,Q1_SAD_int,Q2_HAPP_int,Q3_FATIG_int,Q4_EN_int,Q5_REL_int,Q6_TEN_int,Q7_STRESS_int,Q8_FRUST_int,Q9_NERV_int,Q10_FOC_int,Q11_RESIST_int,Q12_PROC_int,Q13_DEM_int,Q14_ROUT_int,mood_score
56,spinstersubatomiccoyness,2020-07-09,2.0,1.0,11.0,0.0,279.0,58.0,0.0,8.0,13530.01141188843,419.0,8923.0,70.0,273.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,5.0,4.6,1.0,,5.0,4.333333333333333,,5.0,,1.0,,,5.0,,4.5,1.0,1.0,1.0,,5.0,5.0,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-09,2020-07-09 22:49:00 MST,GMT-07:00,1594360140280,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-09,2020-07-09 22:51:34 MST,1594360294135,1,set_4,24,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594363500000.0,1594360149599.0,key_next_wake_que,What time do you plan to wake up next?,1594397700000.0,1594360153420.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1594360156412.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Quite a bit,1594360159867.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",A little,1594360164753.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Quite a bit,1594360167582.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1594360171198.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1594360173350.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Not at all,1594360175234.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1594360177118.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1594360180741.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1594360190468.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1594360193350.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594360214388.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",A little,1594360219214.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1594360222209.0,Q15_SICK,I was sick or ill today.,No,1594360224527.0,Q16_MISS,I missed or took time off from work or school today.,No,1594360227785.0,Q17_TRAVEL,I traveled away from home today.,Yes,1594360236527.0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,6
57,spinstersubatomiccoyness,2020-07-10,1.0,0.0,3.0,0.0,275.0,65.0,0.0,19.0,8685.413295019342,503.0,12842.0,88.0,329.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,,,,,,,,,,,1.0,,,,4.75,1.0,1.0,,2.1666666666666665,,,1.0,,5.0,,5.0,,4.0,1.0,,1.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-10,2020-07-10 22:49:01 MST,GMT-07:00,1594446541632,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-10,2020-07-10 22:50:20 MST,1594446620097,1,set_1,25,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594449900000.0,1594446551164.0,key_next_wake_que,What time do you plan to wake up next?,1594485000000.0,1594446553982.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1594446556568.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Quite a bit,1594446563285.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Moderately,1594446566053.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Moderately,1594446568466.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Quite a bit,1594446570455.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1594446572392.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Moderately,1594446573992.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",A little,1594446576885.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1594446582875.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1594446585644.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Very much so,1594446590810.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594446592533.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",A little,1594446594529.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1594446596351.0,Q15_SICK,I was sick or ill today.,No,1594446597789.0,Q16_MISS,I missed or took time off from work or school today.,No,1594446600612.0,Q17_TRAVEL,I traveled away from home today.,Yes,1594446603845.0,0,1,2,2,1,0,2,1,1,0,0,0,1,0,11
58,spinstersubatomiccoyness,2020-07-11,1.0,0.0,0.0,0.0,273.0,88.0,0.0,3.0,11985.77985217763,445.0,13421.0,158.0,,1.3333333333333333,2.6666666666666665,1.8333333333333333,2.75,4.25,1.5,2.833333333333333,1.4166666666666667,2.0,,,,,,,,,,,,,,,,2.333333333333333,2.0,,2.5,,,1.0,,5.0,,5.0,,,,,,5.0,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,BURST,RANDOM,21,22,2020-07-11,2020-07-11 21:49:00 MST,GMT-07:00,1594529340244,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-11,2020-07-11 21:51:14 MST,1594529474771,1,set_4,24,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594536300000.0,1594529359114.0,key_next_wake_que,What time do you plan to wake up next?,1594568700000.0,1594529363989.0,Q1_SAD,"Over the past day, how SAD did you feel?",A little,1594529368458.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",A little,1594529373566.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Moderately,1594529377210.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Moderately,1594529379424.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Quite a bit,1594529381460.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Moderately,1594529384675.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Quite a bit,1594529388297.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",A little,1594529390255.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",Moderately,1594529392722.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Quite a bit,1594529394672.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1594529399359.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",A little,1594529404725.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",A little,1594529406727.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1594529408590.0,Q15_SICK,I was sick or ill today.,No,1594529410323.0,Q16_MISS,I missed or took time off from work or school today.,No,1594529412513.0,Q17_TRAVEL,I traveled away from home today.,Yes,1594529417098.0,1,3,2,2,1,2,3,1,2,1,1,1,1,0,21
59,spinstersubatomiccoyness,2020-07-13,24.0,2.0,21.0,0.0,248.0,100.0,0.0,49.0,747.1737586157956,458.0,10455.0,154.0,66.0,1.3333333333333333,3.9166666666666665,1.5,3.75,4.416666666666667,1.0,1.3333333333333333,1.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,BURST,RANDOM,22,23,2020-07-13,2020-07-13 22:46:00 MST,GMT-07:00,1594705560322,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-13,2020-07-13 22:49:40 MST,1594705780796,1,set_3,22,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594710000000.0,1594705572237.0,key_next_wake_que,What time do you plan to wake up next?,1594744200000.0,1594705577576.0,Q1_SAD,"Over the past day, how SAD did you feel?",A little,1594705584809.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Quite a bit,1594705594718.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",A little,1594705606433.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Quite a bit,1594705610015.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Quite a bit,1594705614511.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1594705627049.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",A little,1594705658110.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1594705664345.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1594705680710.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Quite a bit,1594705686677.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1594705724988.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594705734746.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",A little,1594705740157.0,Q14_ROUT,"Over the past day, I followed my usual routine.",A little,1594705747986.0,Q15_SICK,I was sick or ill today.,No,1594705757890.0,Q16_MISS,I missed or took time off from work or school today.,I didn't have work or school today,1594705763357.0,Q17_TRAVEL,I traveled away from home today.,Yes,1594705767642.0,1,1,1,1,1,0,1,0,1,1,1,0,1,3,13
60,spinstersubatomiccoyness,2020-07-14,0.0,0.0,8.0,0.0,371.0,77.0,0.0,7.0,12571.755783545492,442.0,12533.0,108.0,73.0,1.0,4.166666666666667,1.0,4.166666666666667,4.916666666666667,1.0,1.3333333333333333,1.0833333333333333,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,BURST,RANDOM,22,23,2020-07-14,2020-07-14 22:42:00 MST,GMT-07:00,1594791720372,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-14,2020-07-14 22:44:22 MST,1594791862872,1,set_3,22,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594797300000.0,1594791733040.0,key_next_wake_que,What time do you plan to wake up next?,1594826100000.0,1594791740259.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1594791744709.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Extremely,1594791748152.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1594791751025.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Extremely,1594791760059.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1594791764393.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1594791778480.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",A little,1594791783650.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1594791786056.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1594791789102.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1594791804110.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1594791811489.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594791818906.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",Not at all,1594791823128.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1594791826548.0,Q15_SICK,I was sick or ill today.,No,1594791829547.0,Q16_MISS,I missed or took time off from work or school today.,No,1594791838993.0,Q17_TRAVEL,I traveled away from home today.,No,1594791843559.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
61,spinstersubatomiccoyness,2020-07-15,6.0,0.0,1.0,0.0,390.0,72.0,0.0,4.0,10690.509804811018,418.0,15654.0,128.0,109.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,4.75,,,5.0,,,5.0,4.333333333333333,,,1.0,,5.0,,,,,,,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-15,2020-07-15 22:44:01 MST,GMT-07:00,1594878241142,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-15,2020-07-15 22:45:18 MST,1594878318716,1,set_4,24,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594882800000.0,1594878254452.0,key_next_wake_que,What time do you plan to wake up next?,1594917000000.0,1594878256261.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1594878261229.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Extremely,1594878264834.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1594878267487.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Quite a bit,1594878269845.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1594878271948.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1594878273672.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Not at all,1594878275721.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",A little,1594878277424.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",Not at all,1594878279569.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1594878282152.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Very much so,1594878287486.0,MISC_0,What color are aircraft black boxes?,Bright orange,1594878290251.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594878292414.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",Not at all,1594878294305.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Quite a bit,1594878302881.0,Q15_SICK,I was sick or ill today.,No,1594878304623.0,Q16_MISS,I missed or took time off from work or school today.,No,1594878306590.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3
62,spinstersubatomiccoyness,2020-07-16,0.0,0.0,0.0,0.0,412.0,50.0,0.0,5.0,12673.79450936604,574.0,10208.0,94.0,125.0,1.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,5.0,2.333333333333333,,3.2,,,4.666666666666667,1.6,,,1.0,1.0,4.666666666666667,1.0,5.0,,4.5,,1.0,1.0,,,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-16,2020-07-16 22:35:00 MST,GMT-07:00,1594964100258,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-16,2020-07-16 22:36:32 MST,1594964192735,1,set_2,24,8,key_next_sleep_que,What time do you plan to go to sleep next?,1594969200000.0,1594964109456.0,key_next_wake_que,What time do you plan to wake up next?,1595003400000.0,1594964111284.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1594964114615.0,MISC_1,What do honey bees collect?,Pollen,1594964118757.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Extremely,1594964124012.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1594964126298.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Extremely,1594964133807.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1594964138786.0,Q6_TEN,"Over the past day, how TENSE did you feel?",A little,1594964142640.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",A little,1594964144965.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1594964147239.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1594964149856.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Quite a bit,1594964154922.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1594964159242.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1594964161834.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",Not at all,1594964164400.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1594964167294.0,Q15_SICK,I was sick or ill today.,No,1594964169199.0,Q16_MISS,I missed or took time off from work or school today.,No,1594964172228.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,5
63,spinstersubatomiccoyness,2020-07-17,20.0,0.0,6.0,0.0,336.0,68.0,0.0,21.0,14007.493202019705,550.0,13501.0,72.0,120.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,5.0,1.0,5.0,4.0,5.0,1.0,5.0,2.5,,5.0,,1.0,,1.0,5.0,,4.0,,1.0,1.0,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-17,2020-07-17 22:25:00 MST,GMT-07:00,1595049900254,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-17,2020-07-17 22:26:15 MST,1595049975176,1,set_3,22,8,key_next_sleep_que,What time do you plan to go to sleep next?,1595055600000.0,1595049919662.0,key_next_wake_que,What time do you plan to wake up next?,1595088900000.0,1595049921418.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1595049924443.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Extremely,1595049927428.0,MISC_2,Worms communicate by snuggling. Don't worm your way out of questions. Snuggle up with some more in about an hour...,,1595049928646.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1595049930381.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Extremely,1595049933777.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1595049936527.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1595049938129.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Not at all,1595049939980.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1595049942098.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",Not at all,1595049943728.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Quite a bit,1595049946312.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1595049948689.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1595049956841.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",A little,1595049959412.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1595049961583.0,Q15_SICK,I was sick or ill today.,No,1595049963720.0,Q16_MISS,I missed or took time off from work or school today.,I didn't have work or school today,1595049967232.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
64,spinstersubatomiccoyness,2020-07-18,9.0,2.0,1.0,0.0,412.0,55.0,0.0,9.0,12502.55684071272,473.0,9030.0,64.0,160.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,1.0,,5.0,2.0,5.0,,4.5,1.0,4.333333333333333,4.0,5.0,5.0,,1.0,,2.0,5.0,,,1.0,1.0,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-18,2020-07-18 22:17:00 MST,GMT-07:00,1595135820338,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-18,2020-07-18 22:18:33 MST,1595135913537,1,set_1,25,8,key_next_sleep_que,What time do you plan to go to sleep next?,1595142000000.0,1595135840962.0,key_next_wake_que,What time do you plan to wake up next?,1595176200000.0,1595135843864.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1595135845982.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Quite a bit,1595135859826.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1595135862336.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Quite a bit,1595135865427.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1595135868071.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1595135869988.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",A little,1595135871452.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1595135873113.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",A little,1595135874557.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1595135876428.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Quite a bit,1595135879041.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1595135880864.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",Not at all,1595135883686.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Very much so,1595135886248.0,Q15_SICK,I was sick or ill today.,No,1595135888345.0,Q16_MISS,I missed or took time off from work or school today.,I didn't have work or school today,1595135892798.0,MISC_3,"With our horseless carriages, flying robots, space travel, long-distance communication at the speed of light, cloning, lasers, connection to people all over the world, we are living in the future people dreamed of. But we still need your help to help more people be well. Future people will thank you!",,1595135895953.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,5
65,spinstersubatomiccoyness,2020-07-19,21.0,0.0,21.0,0.0,312.0,88.0,0.0,35.0,15397.40853918572,311.0,8276.0,120.0,92.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,4.8,1.0,,,,1.0,5.0,3.0,1.0,,,,,4.5,5.0,5.0,,1.0,1.0,,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,spinstersubatomiccoyness,Daily,TIME,RANDOM,22,23,2020-07-19,2020-07-19 22:45:00 MST,GMT-07:00,1595223900316,Completed,,,-1,,,-1,,,-1,,,-1,,,-1,2020-07-19,2020-07-19 22:50:43 MST,1595224243443,2,set_3,45,8,key_next_sleep_que,What time do you plan to go to sleep next?,1595228400000.0,1595223910268.0,key_next_wake_que,What time do you plan to wake up next?,1595262600000.0,1595223911953.0,Q1_SAD,"Over the past day, how SAD did you feel?",Not at all,1595223914357.0,Q2_HAPP,"Over the past day, how HAPPY did you feel?",Quite a bit,1595223921862.0,Q3_FATIG,"Over the past day, how FATIGUED did you feel?",Not at all,1595223923633.0,Q4_EN,"Over the past day, how ENERGETIC did you feel?",Quite a bit,1595223925894.0,Q5_REL,"Over the past day, how RELAXED did you feel?",Extremely,1595223928414.0,Q6_TEN,"Over the past day, how TENSE did you feel?",Not at all,1595223929838.0,MISC_4,What color is blueberry jam?,Purple,1595223931539.0,Q7_STRESS,"Over the past day, how STRESSED did you feel?",Not at all,1595223933622.0,Q8_FRUST,"Over the past day,  how FRUSTRATED do you feel?",Not at all,1595223935634.0,Q9_NERV,"Over the past day, how  NERVOUS did you feel?",Not at all,1595223939017.0,Q10_FOC,"Over the past day, I felt FOCUSED.",Very much so,1595223942957.0,Q11_RESIST,"Over the past day, I felt like I could RESIST doing things that aren’t good for me.",Very much so,1595223951008.0,Q12_PROC,"Over the past day, I PROCRASTINATED.",Not at all,1595223953007.0,Q13_DEM,"Over the past day, I felt like I couldn’t get everything done.",Not at all,1595223956559.0,Q14_ROUT,"Over the past day, I followed my usual routine.",Quite a bit,1595223959134.0,Q15_SICK,I was sick or ill today.,No,1595223961077.0,Q16_MISS,I missed or took time off from work or school today.,I didn't have work or school today,1595223963927.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
